"","School.Name","County.x","Urban.Rural","Classification","X19.21.Difference.in.Math","X19.21.Difference.in.English","All.Students.English.Achievement","All.Students.Math.Achievement","X2021.All.Students.English.Achievement","X2021.All.Students.Math.Achievement","American.Indian.Alaskan.English.Achievement","American.Indian.Alaskan.Math.Achievement","Asian.Pacific.Islander.English.Achievement","Asian.Pacific.Islander.Math.Achievement","Black.English.Achievement","Black.Math.Achievement","Economically.Disadvantaged.English.Achievement","Economically.Disadvantaged.Math.Achievement","Hispanic.English.Achievement","Hispanic.Math.Achievement","White.English.Achievement","White.Math.Achievement","Students.With.Disability.English.Achievement","Students.With.Disability.Math.Achievement","X2021.American.Indian.Alaskan.English.Achievement","X2021.American.Indian.Alaskan.Math.Achievement","X2021.Asian.Pacific.Islander.English.Achievement","X2021.Asian.Pacific.Islander.Math.Achievement","X2021.Black.English.Achievement","X2021.Black.Math.Achievement","X2021.Economically.Disadvantaged.English.Achievement","X2021.Economically.Disadvantaged.Math.Achievement","X2021.Hispanic.English.Achievement","X2021.Hispanic.Math.Achievement","X2021.White.English.Achievement","X2021.White.Math.Achievement","X2021.Students.With.Disability.English.Achievement","X2021.Students.With.Disability.Math.Achievement","County.y","BS","MS","S","phd","Total","Post.Grad.Percentage","Total.Students.Enrolled","Teacher.Student.Ratio","White.Percentage","Black.Percentage","Econ.Disadvantaged.Percentage","County","Avg..Annual.Salaries.Administrators","Avg..Annual.Salaries.Teachers","Avg..Annual.Salaries.Support.Personnel","Absent...5D.Percentage","Absent.6D.15D.Percentage","Absent..15D.Percentage","id","amount","school_ppe_21","direct_cert_perc","mobility","ENROLL_PCT_GIFTED","u.r_dummy","growth.rate.math"
"685","Garrett Middle School","Cobb County","Urban","M",-16.07,-13.98,53.12,54.91,39.14,38.84,0,0,0,0,52.29,50.88,50.64,53.36,49.64,58.17,64.4,64.4,33.33,32.95,0,0,0,0,40.22,38.32,39.14,38.84,34.71,35.08,48.53,58.57,27.78,24.5,"Cobb County",23,23,12,2,60,0.616666666666667,1072,17.8666666666667,6.1,52.8,100,"Cobb County",94631.88,64186.7,73446.79,54.1,21.7,24.2,1,8215024.45,10243.1396484375,40.0999984741211,14.3,6.8,1,-16.07
"686","Garrison Mill Elementary School","Cobb County","Urban","E",-7.93000000000001,-6.89,98.2,99.45,91.31,91.52,0,0,100,100,83.34,85.43,75.01,62.5,79.42,83.84,100,100,63.35,65.57,0,0,100,0,79.55,77.27,91.31,91.52,77.78,74.07,94.01,92.73,67.08,53.75,"Cobb County",20,22,9,1,52,0.615384615384615,659,12.6730769230769,72.8,7.6,100,"Cobb County",107413.3,70223.85,75467.85,88,11.1,0.9,1,6451537.3,12144.9599609375,3.59999990463257,8.4,14.2,1,-7.93000000000001
"687","Garrison-Pilcher Elementary School","Thomas County","Rural","E",-11.93,-11.22,59.67,66.28,48.45,54.35,0,0,0,0,37.95,45.09,59.67,66.28,52.38,59.52,73.96,79.75,28.49,32.91,0,0,0,0,31.87,37.41,48.45,54.35,38.47,53.84,63.37,66.89,28.91,39.76,"Thomas County",27,21,10,0,58,0.53448275862069,837,14.4310344827586,48,38.9,100,"Thomas County",91639.57,55256.59,62752.28,55.9,35.5,8.6,1,7063606.64,10755.830078125,51.5999984741211,11.1,3.7,0,-11.93
"688","General Ray Davis Middle School","Rockdale County","Urban","M",-28.55,-11.95,81.37,75.29,69.42,46.74,0,0,100,100,78.61,70.52,72.98,65.72,71.93,77.41,90.66,86.22,38.96,37.49,0,0,0,0,67.1,45.33,59.51,38.61,66.13,49.99,74.31,49.28,37.21,23.07,"Rockdale County",33,30,12,1,76,0.56578947368421,1076,14.1578947368421,15.8,69.5,43.4,"Rockdale County",93272.75,56473.59,77670.11,65.6,16,18.4,1,7979462.92,10968.3095703125,31.2000007629395,7.5,23.2,1,-28.55
"689","Genesis Innovation Academy for Boys","State Charter Schools II- Genesis Innovation Academy for Boys","","E",-21.02,-9.19,61.27,62.69,52.08,41.67,0,0,0,0,61.2,61.95,56.11,59.75,0,0,0,0,0,0,0,0,0,0,52.38,42.86,0,0,0,0,0,0,0,0,"State Charter Schools II- Genesis Innovation Academy for Boys",19,17,0,0,36,0.472222222222222,383,10.6388888888889,0.3,90.3,48.6,"State Charter Schools II- Genesis Innovation Academy for Boys",85766.16,48497.8,36050,65.5,20.1,14.4,1,3528644,9310.41015625,40.5999984741211,4.5,3.7,NA,-21.02
"690","Genesis Innovation Academy for Girls","State Charter Schools II- Genesis Innovation Academy for Girls","","E",-20.89,-9.47,77.12,54.23,67.65,33.34,0,0,0,0,75.86,52.6,60,35,0,0,0,0,0,0,0,0,0,0,76.67,37.5,0,0,0,0,0,0,0,0,"State Charter Schools II- Genesis Innovation Academy for Girls",19,17,0,0,36,0.472222222222222,368,10.2222222222222,0.5,91.6,52.4,"State Charter Schools II- Genesis Innovation Academy for Girls",84512.08,46640.66,36050,59.2,29.1,11.7,1,3437849,9576.1796875,40.4000015258789,4.2,1.4,NA,-20.89
"691","Gentian Elementary School","Muscogee County","Urban","E",-1.99,-7.98,67.34,56.53,59.36,54.54,0,0,0,0,60.68,51.95,67.34,56.53,71.88,53.13,71.56,59.49,60.34,45.69,0,0,0,0,52.94,46.57,59.36,54.54,0,0,62.5,62.5,52.27,50.76,"Muscogee County",14,16,8,0,38,0.631578947368421,565,14.8684210526316,30.6,51.7,100,"Muscogee County",84903,57421.76,56707.67,49.9,30.8,19.3,1,4942168.19,12241.599609375,48.5999984741211,17.5,6,1,-1.99
"692","George W. Whitlow Elementary","Forsyth County","Urban","E",-4.75,-11.39,99.22,100,87.83,95.25,0,0,100,100,95,89,69.46,70.28,75,74.31,100,100,54.17,55.09,0,0,0,0,68.18,62.12,59.57,66.36,58.34,66.67,89.69,97.36,40.91,46.97,"Forsyth County",42,36,16,0,94,0.553191489361702,1369,14.563829787234,38.9,6.1,22.6,"Forsyth County",95490.75,60087.79,65208.43,55,35.1,9.9,1,11877328,10274.4296875,9.39999961853027,7.4,5.5,1,-4.75
"693","George Washington Carver Freshman Campus","Coffee County","Rural","H",-22.07,-79.87,79.87,61.75,0,39.68,0,0,0,0,61.87,43.32,79.87,61.75,78.95,60.1,91.74,72.76,30,18,0,0,0,0,0,23.76,0,39.68,0,43.09,0,49.75,0,17.65,"Coffee County",21,15,6,0,42,0.5,524,12.4761904761905,45,30.9,100,"Coffee County",89543.5,53665.61,61549.63,55.3,30.9,13.7,1,3751965.48,9307.9599609375,44.2999992370605,14.8,12.7,0,-22.07
"694","Georgetown Elementary School","Muscogee County","Urban","E",-14.98,-16.23,37.16,33.6,20.93,18.62,0,0,0,0,36.21,33.4,37.16,33.6,0,0,0,0,10.42,8.34,0,0,0,0,20.74,18.91,20.93,18.62,0,0,0,0,0,0,"Muscogee County",12,12,5,0,29,0.586206896551724,490,16.8965517241379,3.3,90.6,100,"Muscogee County",105456.5,56481.22,74501.75,48.2,30.4,21.4,1,3592103.5,10867.9599609375,75.1999969482422,17.3,1.8,1,-14.98
"695","Georgetown School","Savannah-Chatham County","Urban","E",-24.94,-12.53,58.83,52.72,46.3,27.78,0,0,0,0,54,47.2,52.4,47.95,61.76,58.82,65.52,59.48,22.59,29.03,0,0,0,0,32.86,21.43,34.45,22.23,0,0,51.62,32.26,52.79,41.68,"Savannah-Chatham County",27,25,2,1,55,0.509090909090909,648,11.7818181818182,27,55.1,60.8,"Savannah-Chatham County",108763.5,54299.34,67343.5,96.1,2.9,0.9,1,6029603.21,13246.2900390625,32.9000015258789,10.4,16.2,1,-24.94
"696","Georgia Academy for the Blind","State Schools","","E",-32.69,-23.46,60,50,36.54,17.31,0,0,0,0,0,0,60,50,0,0,0,0,60,50,0,0,0,0,0,0,36.54,17.31,0,0,0,0,36.54,17.31,"State Schools",9,16,4,3,32,0.71875,91,2.84375,38.5,51.6,100,"State Schools",104395.46,64796.57,63183.3,47.3,31.9,20.9,1,NA,NA,34.0999984741211,6.8,NA,NA,-32.69
"697","Georgia Connections Academy","State Charter Schools- Georgia Connections Academy","","H",6.79000000000001,9.02,74.45,56.98,83.47,63.77,0,0,100,100,66.64,47.91,64.65,48.36,76.02,54.05,77.35,60.62,43.3,31.29,0,0,0,0,88,56.06,69.04,49.41,72.92,68.75,78.84,67.31,48.38,37.11,"State Charter Schools- Georgia Connections Academy",47,56,13,2,118,0.601694915254237,5608,47.5254237288136,45.4,36.8,36.4,"State Charter Schools- Georgia Connections Academy",101764.22,51333.45,52325.59,85.8,6.8,7.4,1,32167828.02,6429.7099609375,25.2000007629395,19.9,3.9,NA,6.79000000000001
"698","Georgia Cyber Academy","State Charter Schools- Georgia Cyber Academy","","E",3.02,2.14,66.84,52.5,68.98,55.52,0,0,100,94.68,60.99,43.66,62.06,47.16,66.48,48.92,69.88,58.24,30.8,26.04,0,0,96.88,61.77,64.81,47.78,62.35,52.92,67.05,55.56,71.47,61.73,31.56,27.26,"State Charter Schools- Georgia Cyber Academy",163,221,40,7,431,0.621809744779582,13131,30.4663573085847,37,44.4,34.8,"State Charter Schools- Georgia Cyber Academy",62002.93,43213.78,54564.03,71.8,23.9,4.3,1,91955081.19,7786.85986328125,40.4000015258789,24.5,5.5,NA,3.02
"699","Georgia School for Innovation and the Classics","State Charter Schools- Georgia School for Innovation and the Classics","","E",4.27,3.31999999999999,67.43,61.48,70.75,65.75,0,0,0,0,48.81,46.43,0,0,52.78,47.23,72.23,64.17,35.18,33.33,0,0,0,0,52.18,56.52,0,0,59.38,56.25,75.83,68.3,50,29.41,"State Charter Schools- Georgia School for Innovation and the Classics",31,20,6,0,57,0.456140350877193,770,13.5087719298246,74.5,13.5,0,"State Charter Schools- Georgia School for Innovation and the Classics",38524.36,22089.87,15500,44.3,42.6,13.1,1,7890601.9,10464.990234375,19.8999996185303,5.2,2.4,NA,4.27
"700","Georgia School for the Deaf","State Schools","","E",-24.44,-13.78,19.05,30,5.27,5.56,0,0,0,0,0,0,19.05,30,0,0,0,0,19.05,30,0,0,0,0,0,0,5.27,5.56,0,0,0,0,5.27,5.56,"State Schools",8,10,1,0,19,0.578947368421053,82,4.31578947368421,37.8,35.4,100,"State Schools",97156.81,59741.32,66808.67,50,34.1,15.9,1,NA,NA,38.9000015258789,20.8,NA,NA,-24.44
"701","Gideons Elementary School","Atlanta Public Schools","","E",-43.35,-15.46,29.1,51.82,13.64,8.47,0,0,0,0,29.02,51.87,29.1,51.82,0,0,0,0,21.43,26.79,0,0,0,0,12.31,7.03,13.64,8.47,0,0,0,0,0,0,"Atlanta Public Schools",25,7,1,0,33,0.242424242424242,297,9,1,96.6,100,"Atlanta Public Schools",79403.66,56507.12,65356.49,23.9,24.6,51.5,1,NA,NA,81.3000030517578,8.6,NA,NA,-43.35
"702","Gilbert Elementary School","Walker County","Urban","E",-1.77999999999999,-15.04,53.15,48.55,38.11,46.77,0,0,0,0,0,0,50,45.52,0,0,54.48,48.61,33.68,32.66,0,0,0,0,0,0,34.59,45.2,0,0,39.47,46.74,18.89,21.74,"Walker County",21,13,4,0,38,0.447368421052632,470,12.3684210526316,84.3,5.5,80.9,"Walker County",76742.11,50688.73,58473.79,38.5,39.6,21.9,1,3878295.45,10157.919921875,53.5999984741211,12,3.8,1,-1.77999999999999
"703","Gilmer High School","Gilmer County","Rural","H",-24.28,-1.81,71.47,56.31,69.66,32.03,0,0,0,0,0,0,61.29,46.45,54.15,46.25,78.88,60.12,25.95,21.88,0,0,0,0,0,0,52.89,26.32,45.34,32.24,78.3,31.92,15.39,14.28,"Gilmer County",25,29,18,2,74,0.662162162162162,1253,16.9324324324324,70.9,0.3,51.2,"Gilmer County",85103.06,63149.58,69140.25,36.6,31.8,31.6,1,10470968.51,10209.4404296875,25.7999992370605,15.4,13.2,0,-24.28
"704","Gladden Middle School","Murray County","Urban","M",-13.99,-8.53,58.53,63.66,50,49.67,0,0,0,0,0,0,54.46,58.93,53.73,61.49,60.26,63.69,24.71,28.83,0,0,0,0,0,0,50,49.67,48.81,49.12,50.13,49.87,19.52,18.52,"Murray County",13,17,11,1,42,0.69047619047619,667,15.8809523809524,70.5,0.4,100,"Murray County",79089.55,57210.63,61814.5,48,33.4,18.6,1,4181073.78,8711.4697265625,41.0999984741211,10.4,9.7,1,-13.99
"705","Glanton Elementary","Coweta County","Urban","E",-23.73,-12.79,61.97,66.3,49.18,42.57,0,0,0,0,43.33,50,57.46,64.37,0,0,64.79,70.92,0,0,0,0,0,0,38.89,42.59,44.21,40.58,0,0,51.78,42.86,0,0,"Coweta County",11,6,7,0,24,0.541666666666667,285,11.875,64.2,25.3,62.8,"Coweta County",83845,62320.92,63516.28,60,29.8,10.2,1,3496280.62,14641.7802734375,38,15.7,9.4,1,-23.73
"706","Glanton-Hindsman Elementary","Carroll County","Urban","E",-4.83999999999999,-7.13999999999999,68.91,71.99,61.77,67.15,0,0,0,0,64.67,65.23,61.36,64.81,47.61,54.76,74.21,77.57,35.72,35.72,0,0,0,0,51.23,55.49,52.8,59.8,69.05,69.04,64.77,72.13,27.78,36.12,"Carroll County",21,17,4,1,43,0.511627906976744,627,14.5813953488372,49.9,32.5,57.4,"Carroll County",69356.12,54730.07,58978.89,40,33.8,26.2,1,4195065.5,9933.83984375,39.2000007629395,19.7,7.1,1,-4.83999999999999
"707","Glascock County Elementary School","Glascock County","Rural","E",-14.65,-16.57,67.82,79.47,51.25,64.82,0,0,0,0,0,0,59,73,0,0,65.08,78.59,0,0,0,0,0,0,0,0,45.38,57.41,0,0,52.11,64.08,0,0,"Glascock County",10,10,2,1,23,0.565217391304348,201,8.73913043478261,90.5,6,63.7,"Glascock County",72699.23,56135.59,62423.86,51.2,33.3,15.4,1,2022176.75,12906.580078125,32.2999992370605,7.3,5.7,0,-14.65
"708","Glascock County Middle/High School","Glascock County","Rural","E",-6.33,-11.38,56.87,66.42,45.49,60.09,0,0,0,0,0,0,43.98,55.42,0,0,58.85,68.59,11.12,36.12,0,0,0,0,0,0,39.86,52.67,0,0,46.91,60.75,0,0,"Glascock County",13,12,3,1,29,0.551724137931034,351,12.1034482758621,90,7.4,55.6,"Glascock County",70420.13,54453.45,62137.6,49.3,36.2,14.5,1,3455900.46,12752.6298828125,24.2999992370605,6.3,3.3,0,-6.33
"709","Glenn Hills Elementary School","Richmond County","Urban","E",-13.58,-13.87,36.13,32.63,22.26,19.05,0,0,0,0,34.04,32.73,36.13,32.63,0,0,0,0,11.3,11.67,0,0,0,0,19.83,15.39,22.26,19.05,25,30,0,0,0,0,"Richmond County",15,13,1,1,30,0.5,388,12.9333333333333,3.6,80.4,100,"Richmond County",76417.5,50641.91,63304.47,36.1,39.7,24.2,1,2966994.89,11811.919921875,69.6999969482422,22,1.2,1,-13.58
"710","Glenn Hills High School","Richmond County","Urban","H",-13.77,-23.29,32.67,17.1,9.38,3.33,0,0,0,0,29.8,16.42,32.67,17.1,0,0,0,0,5.78,5.29,0,0,0,0,10.34,2.33,9.38,3.33,0,0,0,0,6.67,6.83,"Richmond County",18,25,5,0,48,0.625,826,17.2083333333333,4.5,87.9,100,"Richmond County",90771,50592.58,78060.67,59.2,19.7,21.1,1,5364752.76,10349.2900390625,65.5,23.4,0.3,1,-13.77
"711","Glenn Hills Middle School","Richmond County","Urban","M",-11.6,-7.12,28.74,24.92,21.62,13.32,0,0,0,0,28.37,23.93,28.74,24.92,31.04,31,0,0,7.32,7.32,0,0,0,0,21.77,12.69,21.62,13.32,25,25.01,0,0,8.34,2.34,"Richmond County",23,20,5,1,49,0.530612244897959,906,18.4897959183673,2.9,90.7,100,"Richmond County",96107.67,46693.28,59962,53.4,24.3,22.3,1,4916150.2,9388.2998046875,72.8000030517578,24.6,1.5,1,-11.6
"712","Glennville Elementary School","Tattnall County","Rural","E",-16.3,-6.77,45.61,61.84,38.84,45.54,0,0,0,0,25.94,44.44,45.61,61.84,41.68,54.17,57.72,73.68,21.33,27.94,0,0,0,0,17.56,27.12,38.84,45.54,31.37,44.12,52.07,56.22,25,33.62,"Tattnall County",18,24,14,2,58,0.689655172413793,759,13.0862068965517,51.8,26.7,100,"Tattnall County",76317.35,55301.32,68111.79,48.5,40.1,11.5,1,6915495.7,10722.4697265625,48.7000007629395,11.2,2.8,0,-16.3
"713","Glenwood Primary School","Floyd County","Urban","E",-1.00999999999999,-5.16,79.36,94.96,74.2,93.95,0,0,0,0,0,0,79.36,94.96,0,0,82.99,97.87,45.46,79.56,0,0,0,0,0,0,74.2,93.95,0,0,79.09,95.46,55,75,"Floyd County",12,12,9,0,33,0.636363636363636,385,11.6666666666667,80.3,6.2,100,"Floyd County",87346.8,56884.53,68093.83,59.7,35.8,4.4,1,4088476.39,13340.23046875,31.6000003814697,12.1,10.7,1,-1.00999999999999
"714","GLOBE Academy Charter School I","DeKalb County","Urban","E",-16.08,-5.41,92.49,80.69,87.08,64.61,0,0,0,0,79.41,58.82,72.72,56.06,100,77.59,96.61,90.26,61.77,44.12,0,0,0,0,78,52,60.53,39.48,68.52,59.26,88.16,64.48,43.33,36.67,"DeKalb County",46,29,4,2,81,0.432098765432099,1100,13.5802469135802,41.9,28.8,20.1,"DeKalb County",85041.9,53180.08,51465.78,80.5,14.8,4.6,1,10490009.06,10097.5498046875,9.30000019073486,5.4,24.1,1,-16.08
"715","Glyndale Elementary School","Glynn County","Urban","E",-10.66,-11.55,54.64,57.2,43.09,46.54,0,0,0,0,41.75,45.63,49.43,52.12,50.67,58.13,65.54,66.38,21.94,22.81,0,0,0,0,36.7,39.9,36.61,42.16,41.25,49.38,48.9,47.19,13.64,11.11,"Glynn County",20,21,15,0,56,0.642857142857143,670,11.9642857142857,35.1,31.9,78.5,"Glynn County",85867.74,58267.15,70102.31,52.2,39.3,8.5,1,6341009.06,12395.3798828125,54.5,18,3.6,1,-10.66
"716","Glynn Academy","Glynn County","Urban","H",-12.71,-10.48,91.66,79.13,81.18,66.42,0,0,0,0,64.76,47.99,71.96,55.42,81.82,68.75,100,94.54,40.99,31.85,0,0,0,0,50.41,45.59,54.24,53.71,71.94,53.27,99,82.37,34.31,37.72,"Glynn County",18,59,24,4,105,0.828571428571429,1927,18.352380952381,58.5,24.4,38.5,"Glynn County",88485.74,65271.1,73579.64,44.1,35.4,20.4,1,14648401.38,10443.759765625,22.8999996185303,11.9,14.5,1,-12.71
"717","Glynn Middle","Glynn County","Urban","M",-10.69,-9.09,88.83,79.85,79.74,69.16,0,0,0,0,57.52,47.77,66.48,57.41,76.32,66.23,100,100,39.65,36.08,0,0,0,0,43.05,32.84,53.37,43.36,68.66,57.47,0,93.07,32.9,26.11,"Glynn County",17,34,5,1,57,0.701754385964912,877,15.3859649122807,48.1,30,52.9,"Glynn County",89391.33,59263.48,60672.92,55.1,32.4,12.5,1,6877979.08,10392.76953125,34.5,17.2,16.8,1,-10.69
"718","Godley Station School","Savannah-Chatham County","Urban","E",-32.29,-24.14,67.44,68.55,43.3,36.26,0,0,89.72,100,49.57,51.56,54.07,56.45,64.6,69.8,85.45,83.23,28,32,0,0,97.38,0,29.17,24.49,23.87,21.88,26.32,26.31,62.24,49,13.9,7.89,"Savannah-Chatham County",50,46,14,0,110,0.545454545454545,1796,16.3272727272727,26.5,42.1,40,"Savannah-Chatham County",94295.75,54990.15,60533.33,85.4,10.7,3.9,1,12215165.22,10939.580078125,22,21.4,19,1,-32.29
"719","Golden Isles Elementary School","Glynn County","Urban","E",-3.68000000000001,-8.21,60.31,71.75,52.1,68.07,0,0,0,0,49.64,62.23,55.29,66.87,60.27,67.95,69.49,80.53,26.04,34.38,0,0,0,0,41.85,53.29,46.33,65.62,48.75,60.25,59.46,81.07,29.17,40.28,"Glynn County",19,20,13,1,53,0.641509433962264,666,12.5660377358491,45.5,33,64,"Glynn County",86611.62,59195.4,57326.95,58.4,33.6,8,1,6320973.22,12453.009765625,44,20.5,3.6,1,-3.68000000000001
"720","Goodyear Elementary School","Glynn County","Urban","E",-7.97,-8.52,39.31,47.33,30.79,39.36,0,0,0,0,37.3,44.44,39.39,46.93,38.57,52.86,0,0,17.75,25.82,0,0,0,0,27.23,33.21,30.06,38.36,30.21,40.43,0,0,15.38,18.42,"Glynn County",25,16,1,0,42,0.404761904761905,512,12.1904761904762,9.6,65.4,88.9,"Glynn County",81021.65,54122.25,60157.09,51.4,38.5,10.2,1,5021859.19,13263.259765625,71.8000030517578,30.7,0.9,1,-7.97
"721","Gordon Central High School","Gordon County","Rural","H",-41.34,-17.19,70.63,73.31,53.44,31.97,0,0,0,0,0,0,63.48,67.31,59.31,63.6,75.17,77.15,28.75,27.43,0,0,0,0,0,0,48.37,28.71,40.22,30.55,59.02,32.41,0,13.33,"Gordon County",17,20,15,2,54,0.685185185185185,878,16.2592592592593,67.8,1.6,51.8,"Gordon County",84939.4,62013.23,74285.89,12.9,29.2,58,1,7881664.96,11024.5703125,30.3999996185303,12.6,9.5,0,-41.34
"722","Gordon Lee High School","Chickamauga City","","H",-9.48,-6.62,93.34,75.11,86.72,65.63,0,0,0,0,0,0,74.45,65.96,0,0,92.63,75.1,32.35,31.82,0,0,0,0,0,0,0,0,0,0,86.91,65.13,0,0,"Chickamauga City",8,12,8,1,29,0.724137931034483,435,15,95.4,0.2,13.6,"Chickamauga City",93545.69,62743.65,71205.61,59.8,32,8.3,1,3797974.13,10119.009765625,8.80000019073486,2.3,18.5,NA,-9.48
"723","Gordon Lee Middle School","Chickamauga City","","M",-5.67999999999999,-8.14,84.35,84.97,76.21,79.29,0,0,0,0,0,0,80.84,71.92,0,0,84.58,84.88,51.72,43.1,0,0,0,0,0,0,66.66,70.58,0,0,76.45,79.86,31.03,41.38,"Chickamauga City",4,12,7,0,23,0.826086956521739,331,14.3913043478261,94.6,0.3,15.7,"Chickamauga City",87740.27,62482.57,62015.95,67.1,26.3,6.6,1,2813041.2,9982.6904296875,10.5,6.5,14.8,NA,-5.67999999999999
"724","Goshen Elementary School","Richmond County","Urban","E",-18.25,-15.68,55.07,56.92,39.39,38.67,0,0,0,0,48.66,54.02,55.07,56.92,0,0,60.14,60.13,16.22,14.87,0,0,0,0,37.51,29.86,39.39,38.67,0,0,40.71,46.43,10,0,"Richmond County",13,15,5,0,33,0.606060606060606,472,14.3030303030303,39.6,49.8,100,"Richmond County",89326,53483.61,66902,43,40.7,16.3,1,3463180.56,11311.98046875,42.5999984741211,24.2,6.6,1,-18.25
"725","Gould Elementary School","Savannah-Chatham County","Urban","E",-40.55,-26.29,49.02,61.86,22.73,21.31,0,0,0,0,41.56,49.65,45.95,59.81,51.37,65.46,57.88,73.58,24.61,33.85,0,0,0,0,20.27,16.13,20.53,21.35,18.87,21.7,30,25,14.71,11.76,"Savannah-Chatham County",23,23,8,2,56,0.589285714285714,738,13.1785714285714,16,36.9,73.6,"Savannah-Chatham County",92872.5,56674.91,63653.89,67.6,18,14.4,1,6418239.09,13059.0302734375,50.5,18.2,4.9,1,-40.55
"726","Grace Snell Middle School","Gwinnett County","Urban","M",-26.21,-16.94,67.32,67.75,50.38,41.54,0,0,56.53,73.91,68.67,65.79,62.47,63.55,58.12,68.28,75.34,81.33,25.58,26.6,0,0,0,0,51.03,41.61,47.17,38.16,43.64,38.13,64.28,60,17.98,19.44,"Gwinnett County",21,36,14,4,75,0.72,1296,17.28,6.6,70,64.8,"Gwinnett County",99865.88,63308.96,74529.25,85.6,10.6,3.8,1,10131425.45,10205.490234375,31.1000003814697,12.1,7.3,1,-26.21
"727","Gracewood Elementary School","Richmond County","Urban","E",-17.7,-12.19,43.18,51.61,30.99,33.91,0,0,0,0,41.61,49.08,43.18,51.61,0,0,45.39,55.39,20,23,0,0,0,0,26.89,27.36,30.99,33.91,0,0,39.8,47.96,18.76,21.89,"Richmond County",19,13,6,1,39,0.512820512820513,551,14.1282051282051,25.8,65.5,100,"Richmond County",86770,54032.31,63485.25,41.2,41.6,17.2,1,3394257.02,9941.4404296875,61.9000015258789,22.2,2,1,-17.7
"728","Grady High School","Atlanta Public Schools","","H",-50.36,-96.12,96.12,88.04,0,37.68,0,0,92.86,100,70.29,54.13,63.61,49.78,89.81,75.01,100,100,44,33.96,0,0,0,0,95,28.38,73.34,18.75,88.89,0,0,65.91,0,9.38,"Atlanta Public Schools",21,53,13,6,93,0.774193548387097,1573,16.9139784946237,45.6,38.4,12.7,"Atlanta Public Schools",109204.67,67566.19,76316.91,56.6,18.1,25.3,1,NA,NA,21.8999996185303,9.4,36,NA,-50.36
"729","Graves Elementary School","Gwinnett County","Urban","E",-15.22,-11.69,55.2,63.43,43.51,48.21,0,0,94.74,94.73,67.12,60.91,53.64,61.89,48.16,61.59,87.5,90,22.4,30.6,0,0,0,0,55.83,55.01,43.06,47.63,39.12,44.13,0,0,22.62,26.19,"Gwinnett County",31,30,17,3,81,0.617283950617284,1288,15.9012345679012,1.9,18.3,82.5,"Gwinnett County",89125.97,60931.72,64064,63.7,23.4,12.9,1,9752629.41999999,10395.669921875,40.2000007629395,25.7,5.2,1,-15.22
"730","Gray Elementary School","Jones County","Urban","E",-5.74000000000001,-8.22000000000001,64.04,67.18,55.82,61.44,0,0,0,0,45.47,48.3,51.44,53.24,0,0,72.29,75.71,38.77,32.65,0,0,0,0,39.56,38.81,41.92,44.62,0,0,62.27,70.66,42.05,45.45,"Jones County",20,20,7,0,47,0.574468085106383,502,10.6808510638298,65.9,27.1,50.4,"Jones County",99098.08,56313.14,49269.98,57.6,35.7,6.8,1,4903683.91,11522.4599609375,33.0999984741211,7.8,10.5,1,-5.74000000000001
"731","Gray Station Middle School","Jones County","Urban","M",-6.73,-2.66999999999999,64.16,65.77,61.49,59.04,0,0,0,0,43.27,41.14,46.86,49.63,0,0,69.88,72.26,32.61,37.5,0,0,0,0,40.56,31.47,48.89,44.44,53.34,73.34,67.84,65.88,28.49,27.96,"Jones County",20,22,7,0,49,0.591836734693878,705,14.3877551020408,71.2,21.3,47.9,"Jones County",104113.16,57216.7,51827.06,62,29.5,8.5,1,5483358.25,9668.009765625,22.7999992370605,8.4,12.6,1,-6.73
"732","Grayson Elementary School","Gwinnett County","Urban","E",-20.36,-20.74,95.65,97.93,74.91,77.57,0,0,90.75,100,90.38,91.98,81.86,83.34,81.67,88.35,97.85,97.85,48.79,63.27,0,0,90,86,70.96,76.2,59.05,67.15,63.89,68.57,80.01,80.37,33.34,33.67,"Gwinnett County",17,29,21,0,67,0.746268656716418,942,14.0597014925373,25.2,47.5,34.6,"Gwinnett County",107190.65,69329.16,78151,81.5,16.6,1.9,1,8491760.35,11580.08984375,18.5,14.1,21.5,1,-20.36
"733","Grayson High School","Gwinnett County","Urban","H",-60.37,-18.83,88.46,83.83,69.63,23.46,0,0,94.38,99.38,83.68,78.3,79.64,74.41,80.76,76.38,100,98.79,43.76,26.43,0,0,0,0,63.09,18.91,54.45,16.13,55.26,17.25,84.92,36,23.33,14.14,"Gwinnett County",48,83,30,7,168,0.714285714285714,3392,20.1904761904762,19.3,54,37.8,"Gwinnett County",102028.47,63938.56,74741.57,72.6,19.5,8,1,23344364.45,8849.4599609375,13.6999998092651,8.2,22.2,1,-60.37
"734","Graysville Elementary School","Catoosa County","Urban","E",-9.44,-9.85000000000001,74.23,82.89,64.38,73.45,0,0,0,0,0,0,60.52,71.06,0,0,75.55,83.42,40,50,0,0,0,0,0,0,50.53,56.26,0,0,64.72,74.37,29.31,39.66,"Catoosa County",11,14,13,0,38,0.710526315789474,577,15.1842105263158,85.4,1.6,40,"Catoosa County",91742.25,58998.37,65444.62,56.8,37.6,5.5,1,5048468.08,10462.7197265625,19,10.4,15.7,1,-9.44
